mech,hidden_feats,dropout,lr,weight_decay,epochs_per_batch,buffer_size,ewc_lam,si_c,eps_learn,method,avg_acc,batch1_acc,batch2_acc,batch3_acc,batch4_acc,batch5_acc,batch6_acc
naive,256,0.0,0.0005,0.0,15,2000,500.0,5.0,False,pbt,0.2802399267947918,0.9906324110671937,0.4151468719635249,0.041617673258507036,0.08379334506861723,0.061273864384463465,0.0889753950264446
naive,128,0.0,0.0001,0.0001,20,5000,500.0,5.0,False,pbt,0.6054683963762474,0.5003359683794466,0.7549704761192915,0.5669517192232317,0.5935945858185361,0.6132323897300855,0.6037252389868927
naive,128,0.3,0.0001,1e-05,10,10000,2000.0,5.0,False,pbt,0.46433996211614753,0.5528853754940711,0.5247589505942148,0.5040441831462676,0.4534547878249278,0.3858953258722844,0.36500114976511944
naive,128,0.5,0.0001,0.0,20,5000,500.0,5.0,True,pbt,0.44774595407676365,0.6141501976284585,0.6063420285522086,0.48319971494744346,0.3792490557653855,0.290174456879526,0.31336027068755956
naive,256,0.5,0.0005,0.0,10,2000,1000.0,10.0,True,pbt,0.5363139329117895,0.9676679841897233,0.7678264444278347,0.4245501514341707,0.36015928084357324,0.35358788676761027,0.344091849807825
naive,128,0.5,0.001,0.0001,10,10000,2000.0,5.0,False,pbt,0.6099636341749317,0.9558300395256917,0.8201285596830854,0.4778727952966328,0.3953993129731854,0.4456714944042133,0.5648796031667817
naive,128,0.0,0.0001,1e-05,15,5000,500.0,5.0,False,pbt,0.3510105897111792,0.7509288537549407,0.5541146572987518,0.14371993586317477,0.1719105156119153,0.22531270572745227,0.2600768700108406
naive,128,0.5,0.0005,1e-05,10,2000,1000.0,10.0,True,pbt,0.564636145369234,0.9082411067193676,0.8644143807459451,0.4469267771245323,0.3337548920752653,0.3917544437129691,0.4427252718373247
rehearsal,128,0.5,0.0005,0.0,15,2000,1000.0,2.0,False,pbt,0.7180836210372945,0.8489328063241107,0.8580237685925705,0.589132371280955,0.6794045767607199,0.6738150098749177,0.6591931933904931
rehearsal,64,0.0,0.0001,1e-05,10,10000,1000.0,10.0,False,pbt,0.710077320379889,0.7893083003952569,0.7833918828014051,0.761393194370212,0.7326406097790235,0.5956221198156681,0.5981078151177688
rehearsal,64,0.3,0.0001,1e-05,20,5000,1000.0,10.0,True,pbt,0.4097586736495706,0.7545256916996047,0.32083862770012705,0.3067343666488509,0.32474834652128587,0.35495391705069124,0.39675109227686345
rehearsal,64,0.3,0.0005,0.0,20,10000,2000.0,2.0,True,pbt,0.8586320590071711,0.7618577075098815,0.8714590029150161,0.8635489043292357,0.8725411447028866,0.8786866359447004,0.9036989586413061
rehearsal,64,0.0,0.0001,0.0,20,2000,1000.0,5.0,False,pbt,0.3889310606872956,0.5519762845849803,0.5218999925255998,0.4966862640299305,0.3507083895886384,0.2671165240289664,0.14519890936565816
rehearsal,256,0.5,0.0005,0.0,20,10000,500.0,2.0,False,pbt,0.9139992424529124,0.9932608695652174,0.8341056880185365,0.9318724389809371,0.9231452839539931,0.9073074391046742,0.8943037350941165
rehearsal,256,0.5,0.0001,0.0,20,5000,500.0,2.0,False,pbt,0.8527348203626639,0.9310474308300395,0.9441101726586442,0.8032602886157135,0.8385145181412678,0.7895819618169848,0.809894550113334
rehearsal,64,0.3,0.0005,0.0,10,2000,2000.0,2.0,True,pbt,0.4826913437845351,0.6963438735177866,0.6774048882577173,0.46780687689292716,0.302240527745971,0.32531270572745224,0.42703919056535594
rehearsal,128,0.5,0.001,0.0,20,2000,1000.0,2.0,False,pbt,0.6174033724509105,0.9780434782608696,0.4556020629344495,0.5566185640477463,0.5876130090749064,0.5671988150098749,0.5593443053776157
rehearsal,256,0.5,0.0005,0.0,20,2000,500.0,2.0,False,pbt,0.6904728657930047,0.991699604743083,0.3752896330069512,0.7531088544450383,0.6739698870336507,0.7112080315997367,0.6375611839295686
